vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point,avg_relative_humidity_in_percent,delay_indicator
Queen of Surrey,2016/12/6,12:20:00,3.75,-3.05,61,0
Coastal Inspiration,2016/12/6,12:45:00,3.75,-3.05,61,0
Coastal Celebration,2016/12/6,13:00:00,3.2,-3.6,61,0
Queen of Surrey,2016/12/6,14:30:00,3.2,-3.9,60,0
Coastal Inspiration,2016/12/6,15:15:00,2.8,-2.9,64,0
Queen of Coquitlam,2016/12/6,15:00:00,2.8,-2.9,64,0
Queen of New Westminster,2016/12/6,15:15:00,2.8,-2.9,64,0
Spirit of British Columbia,2016/12/6,15:00:00,2.8,-2.9,64,0
Queen of Surrey,2016/12/6,16:30:00,2.1,-2.3,73,0
Queen of New Westminster,2016/12/6,17:45:00,2.15,-2.75,70,0
Coastal Inspiration,2016/12/6,17:45:00,2.15,-2.75,70,0
Queen of Oak Bay,2016/12/6,17:00:00,2.15,-2.75,70,0
Coastal Celebration,2016/12/6,17:00:00,2.15,-2.75,70,0
Queen of Surrey,2016/12/6,18:30:00,1.95,-3.55,66.5,0
Spirit of British Columbia,2016/12/6,19:00:00,1.35,-4.2,66.5,0
Queen of imo,2016/12/6,19:20:00,1.35,-4.2,66.5,0
Queen of Surrey,2016/12/6,20:20:00,0.7,-4.2,70,0
Coastal Inspiration,2016/12/6,20:15:00,0.7,-4.2,70,0
Queen of New Westminster,2016/12/6,20:15:00,0.7,-4.2,70,0
Queen of Oak Bay,2016/12/6,21:00:00,0.2,-4.15,72.5,0
Coastal Celebration,2016/12/6,21:00:00,0.2,-4.15,72.5,0
Coastal Inspiration,2016/12/6,22:45:00,0.1,-4.55,70.5,1
Queen of New Westminster,2016/12/6,22:45:00,0.1,-4.55,70.5,0
Queen of New Westminster,2016/12/7,5:15:00,-2.25,-6.75,71,0
Coastal Inspiration,2016/12/7,5:15:00,-2.25,-6.75,71,0
Queen of Coquitlam,2016/12/7,6:30:00,-2.5,-6.95,71.5,0
Queen of Surrey,2016/12/7,6:20:00,-2.5,-6.95,71.5,0
Coastal Inspiration,2016/12/7,7:45:00,-2.65,-6.85,73,0
Spirit of British Columbia,2016/12/7,7:00:00,-2.65,-6.85,73,0
Queen of New Westminster,2016/12/7,7:45:00,-2.65,-6.85,73,0
Queen of Surrey,2016/12/7,8:20:00,-1.85,-6.75,69.5,0
Queen of Oak Bay,2016/12/7,8:30:00,-1.85,-6.75,69.5,0
Coastal Celebration,2016/12/7,9:00:00,-0.35,-5.75,67,0
Queen of New Westminster,2016/12/7,10:15:00,0.75,-5.25,64.5,0
Queen of Coquitlam,2016/12/7,10:30:00,0.75,-5.25,64.5,0
Queen of imo,2016/12/7,10:10:00,0.75,-5.25,64.5,0
Coastal Inspiration,2016/12/7,10:15:00,0.75,-5.25,64.5,0
Queen of Surrey,2016/12/7,10:20:00,0.75,-5.25,64.5,0
Spirit of British Columbia,2016/12/7,11:00:00,1.1,-6,59.5,0
Queen of New Westminster,2016/12/7,12:45:00,1.4,-6.5,56,0
Queen of Oak Bay,2016/12/7,12:30:00,1.4,-6.5,56,1
Queen of Surrey,2016/12/7,12:20:00,1.4,-6.5,56,1
Coastal Inspiration,2016/12/7,12:45:00,1.4,-6.5,56,0
Coastal Celebration,2016/12/7,13:00:00,1.35,-6.95,54,0
Queen of Surrey,2016/12/7,14:30:00,0.55,-8,52.5,0
Spirit of British Columbia,2016/12/7,15:00:00,0.15,-8,54.5,1
Coastal Inspiration,2016/12/7,15:15:00,0.15,-8,54.5,0
Queen of New Westminster,2016/12/7,15:15:00,0.15,-8,54.5,0
Queen of Coquitlam,2016/12/7,15:00:00,0.15,-8,54.5,0
Queen of Surrey,2016/12/7,16:30:00,0.1,-6.65,61,1
Coastal Celebration,2016/12/7,17:00:00,-0.75,-5.5,71,1
Coastal Inspiration,2016/12/7,17:45:00,-0.75,-5.5,71,0
Queen of New Westminster,2016/12/7,17:45:00,-0.75,-5.5,71,0
Queen of Oak Bay,2016/12/7,17:00:00,-0.75,-5.5,71,0
Queen of Surrey,2016/12/7,18:30:00,-1.7,-4.9,79,0
Spirit of British Columbia,2016/12/7,19:00:00,-2,-5.35,78,0
Queen of imo,2016/12/7,19:20:00,-2,-5.35,78,0
Queen of Surrey,2016/12/7,20:20:00,-1.9,-5.55,76,1
Coastal Inspiration,2016/12/7,20:15:00,-1.9,-5.55,76,0
Queen of New Westminster,2016/12/7,20:15:00,-1.9,-5.55,76,0
Coastal Celebration,2016/12/7,21:00:00,-2,-5.5,76.5,0
Queen of Oak Bay,2016/12/7,21:00:00,-2,-5.5,76.5,0
Coastal Inspiration,2016/12/7,22:45:00,-2.25,-5.2,80,0
Queen of New Westminster,2016/12/7,22:45:00,-2.25,-5.2,80,0
Queen of New Westminster,2016/12/8,5:15:00,-3.25,-5.5,84,0
Coastal Inspiration,2016/12/8,5:15:00,-3.25,-5.5,84,0
Queen of Surrey,2016/12/8,6:20:00,-3.7,-6,84,0
Queen of Coquitlam,2016/12/8,6:30:00,-3.7,-6,84,0
Spirit of British Columbia,2016/12/8,7:00:00,-4.3,-6.7,83.5,0
Coastal Inspiration,2016/12/8,7:45:00,-4.3,-6.7,83.5,0
Queen of New Westminster,2016/12/8,7:45:00,-4.3,-6.7,83.5,0
Queen of Surrey,2016/12/8,8:20:00,-3.4,-5.85,83,0
Queen of Oak Bay,2016/12/8,8:30:00,-3.4,-5.85,83,0
Coastal Celebration,2016/12/8,9:00:00,-1.65,-5.55,75,0
Queen of Coquitlam,2016/12/8,10:30:00,-0.45,-5.7,67.5,0
Queen of imo,2016/12/8,10:10:00,-0.45,-5.7,67.5,0
Queen of New Westminster,2016/12/8,10:15:00,-0.45,-5.7,67.5,0
Coastal Inspiration,2016/12/8,10:15:00,-0.45,-5.7,67.5,0
Queen of Surrey,2016/12/8,10:20:00,-0.45,-5.7,67.5,0
Spirit of British Columbia,2016/12/8,11:00:00,0.6,-6.6,59,0
Coastal Inspiration,2016/12/8,12:45:00,1.05,-8.15,50.5,0
Queen of New Westminster,2016/12/8,12:45:00,1.05,-8.15,50.5,0
Queen of Surrey,2016/12/8,12:20:00,1.05,-8.15,50.5,0
Queen of Oak Bay,2016/12/8,12:30:00,1.05,-8.15,50.5,1
Coastal Celebration,2016/12/8,13:00:00,1.3,-8.05,50,1
Queen of Surrey,2016/12/8,14:30:00,1.55,-7.5,51.5,0
Queen of New Westminster,2016/12/8,15:15:00,0.85,-6.55,58.5,0
Coastal Inspiration,2016/12/8,15:15:00,0.85,-6.55,58.5,0
Spirit of British Columbia,2016/12/8,15:00:00,0.85,-6.55,58.5,1
Queen of Coquitlam,2016/12/8,15:00:00,0.85,-6.55,58.5,0
Queen of Surrey,2016/12/8,16:30:00,-0.3,-5.05,71,1
Coastal Celebration,2016/12/8,17:00:00,-0.65,-4.05,78,1
Queen of New Westminster,2016/12/8,17:45:00,-0.65,-4.05,78,0
Coastal Inspiration,2016/12/8,17:45:00,-0.65,-4.05,78,0
Queen of Oak Bay,2016/12/8,17:00:00,-0.65,-4.05,78,0
Queen of Surrey,2016/12/8,18:30:00,-0.25,-4.35,74,0
Spirit of Vancouver Island,2016/12/8,18:00:00,-0.25,-4.35,74,1
Spirit of British Columbia,2016/12/8,19:00:00,0.35,-4.8,68.5,0
Queen of imo,2016/12/8,19:20:00,0.35,-4.8,68.5,1
Coastal Inspiration,2016/12/8,20:15:00,0,-4.4,72.5,0
Queen of New Westminster,2016/12/8,20:15:00,0,-4.4,72.5,0
Queen of Surrey,2016/12/8,20:20:00,0,-4.4,72.5,0
Coastal Celebration,2016/12/8,21:00:00,-0.4,-3.8,77.5,1
Queen of Oak Bay,2016/12/8,21:00:00,-0.4,-3.8,77.5,0
Coastal Inspiration,2016/12/8,22:45:00,0.55,-3.9,72,0
Queen of New Westminster,2016/12/8,22:45:00,0.55,-3.9,72,0
Queen of New Westminster,2016/12/9,5:15:00,0.8,-3.7,72,0
Coastal Inspiration,2016/12/9,5:15:00,0.8,-3.7,72,1
Queen of Coquitlam,2016/12/9,6:30:00,0.45,-2.45,81,0
Queen of Surrey,2016/12/9,6:20:00,0.45,-2.45,81,0
Queen of New Westminster,2016/12/9,7:45:00,0.1,-1.6,89,0
Spirit of British Columbia,2016/12/9,7:00:00,0.1,-1.6,89,0
Coastal Inspiration,2016/12/9,7:45:00,0.1,-1.6,89,0
Queen of Oak Bay,2016/12/9,8:30:00,-0.1,-0.75,95.5,0
Queen of Surrey,2016/12/9,8:20:00,-0.1,-0.75,95.5,0
Coastal Celebration,2016/12/9,9:00:00,-0.05,-0.5,96.5,0
Queen of imo,2016/12/9,10:10:00,0.25,-0.15,97,0
Queen of New Westminster,2016/12/9,10:15:00,0.25,-0.15,97,0
Coastal Inspiration,2016/12/9,10:15:00,0.25,-0.15,97,0
Queen of Coquitlam,2016/12/9,10:30:00,0.25,-0.15,97,0
Queen of Surrey,2016/12/9,10:20:00,0.25,-0.15,97,0
Spirit of British Columbia,2016/12/9,11:00:00,0.55,0.15,97,0
Coastal Inspiration,2016/12/9,12:45:00,0.7,0.3,97,0
Queen of Surrey,2016/12/9,12:20:00,0.7,0.3,97,0
Queen of Oak Bay,2016/12/9,12:30:00,0.7,0.3,97,1
Queen of New Westminster,2016/12/9,12:45:00,0.7,0.3,97,0
Coastal Celebration,2016/12/9,13:00:00,0.7,0.3,97.5,0
Spirit of Vancouver Island,2016/12/9,14:00:00,0.6,0.25,98,0
Queen of Surrey,2016/12/9,14:30:00,0.6,0.25,98,0
Queen of New Westminster,2016/12/9,15:15:00,0.7,0.4,98,0
Coastal Inspiration,2016/12/9,15:15:00,0.7,0.4,98,0
Spirit of British Columbia,2016/12/9,15:00:00,0.7,0.4,98,0
Queen of Coquitlam,2016/12/9,15:00:00,0.7,0.4,98,0
Queen of Surrey,2016/12/9,16:30:00,1.25,0.95,98,1
Coastal Inspiration,2016/12/9,17:45:00,1.95,1.65,98,0
Coastal Celebration,2016/12/9,17:00:00,1.95,1.65,98,0
Queen of Oak Bay,2016/12/9,17:00:00,1.95,1.65,98,0
Queen of New Westminster,2016/12/9,17:45:00,1.95,1.65,98,0
Queen of Surrey,2016/12/9,18:30:00,2.2,1.9,98,0
Spirit of Vancouver Island,2016/12/9,18:00:00,2.2,1.9,98,0
Spirit of British Columbia,2016/12/9,19:00:00,2.2,1.9,98,0
Queen of Coquitlam,2016/12/9,19:00:00,2.2,1.9,98,0
Queen of imo,2016/12/9,19:20:00,2.2,1.9,98,0
Queen of New Westminster,2016/12/9,20:15:00,1.8,1.55,98,0
Queen of Surrey,2016/12/9,20:20:00,1.8,1.55,98,1
Coastal Inspiration,2016/12/9,20:15:00,1.8,1.55,98,0
Queen of Oak Bay,2016/12/9,21:00:00,1.4,1.1,98,1
Coastal Celebration,2016/12/9,21:00:00,1.4,1.1,98,0
Coastal Inspiration,2016/12/9,22:45:00,1.3,0.9,98,0
Queen of New Westminster,2016/12/9,22:45:00,1.3,0.9,98,0
Queen of New Westminster,2016/12/10,5:15:00,2.45,1.65,95,0
Coastal Inspiration,2016/12/10,5:15:00,2.45,1.65,95,1
Queen of Surrey,2016/12/10,6:20:00,2.6,1.7,94.5,0
Queen of Coquitlam,2016/12/10,6:30:00,2.6,1.7,94.5,0
Spirit of British Columbia,2016/12/10,7:00:00,2.9,2.1,95,0
Queen of New Westminster,2016/12/10,7:45:00,2.9,2.1,95,0
Coastal Inspiration,2016/12/10,7:45:00,2.9,2.1,95,0
Queen of imo,2016/12/10,8:35:00,3.05,2.3,95,0
Queen of Oak Bay,2016/12/10,8:30:00,3.05,2.3,95,0
Queen of Surrey,2016/12/10,8:20:00,3.05,2.3,95,0
Coastal Celebration,2016/12/10,9:00:00,2.9,2.25,95.5,0
Coastal Inspiration,2016/12/10,10:15:00,2.85,2.25,96,0
Queen of New Westminster,2016/12/10,10:15:00,2.85,2.25,96,0
Queen of Coquitlam,2016/12/10,10:30:00,2.85,2.25,96,0
Queen of Surrey,2016/12/10,10:20:00,2.85,2.25,96,0
Spirit of British Columbia,2016/12/10,11:00:00,3.1,2.55,96,0
Queen of imo,2016/12/10,12:15:00,3.4,2.85,96,0
Queen of Surrey,2016/12/10,12:20:00,3.4,2.85,96,0
Queen of Oak Bay,2016/12/10,12:30:00,3.4,2.85,96,0
Queen of New Westminster,2016/12/10,12:45:00,3.4,2.85,96,0
Coastal Inspiration,2016/12/10,12:45:00,3.4,2.85,96,0
Coastal Celebration,2016/12/10,13:00:00,3.5,2.85,95.5,0
Queen of Surrey,2016/12/10,14:30:00,3.6,3,95.5,0
Queen of Coquitlam,2016/12/10,15:00:00,3.55,3.05,96,1
Spirit of British Columbia,2016/12/10,15:00:00,3.55,3.05,96,0
Coastal Inspiration,2016/12/10,15:15:00,3.55,3.05,96,0
Queen of New Westminster,2016/12/10,15:15:00,3.55,3.05,96,0
Queen of Surrey,2016/12/10,16:30:00,3.2,2.65,96,0
Coastal Inspiration,2016/12/10,17:45:00,3,2.35,95.5,0
Queen of New Westminster,2016/12/10,17:45:00,3,2.35,95.5,0
Coastal Celebration,2016/12/10,17:00:00,3,2.35,95.5,0
Queen of Oak Bay,2016/12/10,17:00:00,3,2.35,95.5,0
Queen of Surrey,2016/12/10,18:30:00,3.1,2.4,95,0
Spirit of British Columbia,2016/12/10,19:00:00,3.25,2.5,94.5,0
Queen of Coquitlam,2016/12/10,19:00:00,3.25,2.5,94.5,1
Queen of imo,2016/12/10,20:45:00,3.4,2.65,94.5,0
Queen of Surrey,2016/12/10,20:20:00,3.4,2.65,94.5,0
Queen of Oak Bay,2016/12/10,21:00:00,3.6,2.9,95.5,0
Coastal Celebration,2016/12/10,21:00:00,3.6,2.9,95.5,0
Queen of Coquitlam,2016/12/11,6:30:00,3.25,2.85,97,0
Queen of Surrey,2016/12/11,6:20:00,3.25,2.85,97,0
Spirit of British Columbia,2016/12/11,7:00:00,3.2,2.8,97,0
Queen of Surrey,2016/12/11,8:20:00,3.35,2.9,97,0
Queen of Oak Bay,2016/12/11,8:30:00,3.35,2.9,97,0
Coastal Celebration,2016/12/11,9:00:00,3.55,3.05,97,0
Queen of Coquitlam,2016/12/11,10:30:00,4.15,3.6,96.5,0
Queen of New Westminster,2016/12/11,10:15:00,4.15,3.6,96.5,0
Coastal Inspiration,2016/12/11,10:15:00,4.15,3.6,96.5,0
Queen of Surrey,2016/12/11,10:20:00,4.15,3.6,96.5,0
Spirit of British Columbia,2016/12/11,11:00:00,4.65,3.95,95,0
Queen of imo,2016/12/11,11:10:00,4.65,3.95,95,0
Queen of Oak Bay,2016/12/11,12:30:00,4.55,3.6,93,0
Coastal Inspiration,2016/12/11,12:45:00,4.55,3.6,93,0
Queen of Surrey,2016/12/11,12:20:00,4.55,3.6,93,0
Queen of New Westminster,2016/12/11,12:45:00,4.55,3.6,93,0
Coastal Celebration,2016/12/11,13:00:00,4.5,3.55,93.5,0
Spirit of Vancouver Island,2016/12/11,14:00:00,4.45,3.75,95.5,0
Queen of Surrey,2016/12/11,14:30:00,4.45,3.75,95.5,0
Queen of New Westminster,2016/12/11,15:15:00,4.2,3.55,95.5,0
Spirit of British Columbia,2016/12/11,15:00:00,4.2,3.55,95.5,0
Coastal Inspiration,2016/12/11,15:15:00,4.2,3.55,95.5,0
Queen of Coquitlam,2016/12/11,15:00:00,4.2,3.55,95.5,0
Queen of Surrey,2016/12/11,16:30:00,3.8,3.1,95,0
Queen of New Westminster,2016/12/11,17:45:00,3.7,2.95,95,0
Queen of Oak Bay,2016/12/11,17:00:00,3.7,2.95,95,1
Coastal Inspiration,2016/12/11,17:45:00,3.7,2.95,95,0
Coastal Celebration,2016/12/11,17:00:00,3.7,2.95,95,0
Queen of Surrey,2016/12/11,18:30:00,3.85,2.9,94,0
Spirit of Vancouver Island,2016/12/11,18:00:00,3.85,2.9,94,0
Queen of imo,2016/12/11,18:40:00,3.85,2.9,94,0
Spirit of British Columbia,2016/12/11,19:00:00,3.9,2.9,93.5,0
Queen of Coquitlam,2016/12/11,19:00:00,3.9,2.9,93.5,0
Queen of Surrey,2016/12/11,20:20:00,3.9,2.95,93.5,0
Coastal Inspiration,2016/12/11,20:15:00,3.9,2.95,93.5,0
Queen of New Westminster,2016/12/11,20:15:00,3.9,2.95,93.5,0
Queen of Oak Bay,2016/12/11,21:00:00,3.8,2.9,93.5,1
Queen of imo,2016/12/11,21:35:00,3.8,2.9,93.5,0
Coastal Celebration,2016/12/11,21:00:00,3.8,2.9,93.5,0
Queen of New Westminster,2016/12/11,22:45:00,3.35,2.5,94,0
Coastal Inspiration,2016/12/11,22:45:00,3.35,2.5,94,0
Queen of New Westminster,2016/12/12,5:15:00,1.85,0.1,88.5,0
Coastal Inspiration,2016/12/12,5:15:00,1.85,0.1,88.5,1
Queen of Surrey,2016/12/12,6:20:00,1.85,-0.4,85.5,0
Queen of Coquitlam,2016/12/12,6:30:00,1.85,-0.4,85.5,0
Spirit of British Columbia,2016/12/12,7:00:00,1.85,-0.85,82.5,0
Queen of New Westminster,2016/12/12,7:45:00,1.85,-0.85,82.5,0
Coastal Inspiration,2016/12/12,7:45:00,1.85,-0.85,82.5,0
Queen of Oak Bay,2016/12/12,8:30:00,2.05,-0.7,82,1
Queen of Surrey,2016/12/12,8:20:00,2.05,-0.7,82,1
Coastal Celebration,2016/12/12,9:00:00,2.15,-0.2,84.5,0
Queen of Surrey,2016/12/12,10:20:00,2.45,-0.25,82.5,0
Queen of imo,2016/12/12,10:10:00,2.45,-0.25,82.5,0
Queen of New Westminster,2016/12/12,10:15:00,2.45,-0.25,82.5,0
Coastal Inspiration,2016/12/12,10:15:00,2.45,-0.25,82.5,0
Queen of Coquitlam,2016/12/12,10:30:00,2.45,-0.25,82.5,0
Spirit of British Columbia,2016/12/12,11:00:00,3,-0.75,76.5,0
Queen of New Westminster,2016/12/12,12:45:00,3.75,-0.6,73,0
Queen of Oak Bay,2016/12/12,12:30:00,3.75,-0.6,73,1
Queen of Surrey,2016/12/12,12:20:00,3.75,-0.6,73,0
Coastal Inspiration,2016/12/12,12:45:00,3.75,-0.6,73,0
Coastal Celebration,2016/12/12,13:00:00,3.9,-0.7,71.5,0
Queen of Surrey,2016/12/12,14:30:00,3.2,-0.95,74,0
Coastal Inspiration,2016/12/12,15:15:00,2.25,-1.05,78.5,0
Queen of Coquitlam,2016/12/12,15:00:00,2.25,-1.05,78.5,0
Spirit of British Columbia,2016/12/12,15:00:00,2.25,-1.05,78.5,0
Queen of New Westminster,2016/12/12,15:15:00,2.25,-1.05,78.5,0
Queen of Surrey,2016/12/12,16:30:00,1,-1.5,83.5,0
Queen of New Westminster,2016/12/12,17:45:00,1.2,-1.1,85,0
Coastal Inspiration,2016/12/12,17:45:00,1.2,-1.1,85,0
Queen of Oak Bay,2016/12/12,17:00:00,1.2,-1.1,85,1
Coastal Celebration,2016/12/12,17:00:00,1.2,-1.1,85,0
Queen of Surrey,2016/12/12,18:30:00,1.8,-0.85,82.5,0
Queen of imo,2016/12/12,19:20:00,1.4,-1.75,79.5,0
Spirit of British Columbia,2016/12/12,19:00:00,1.4,-1.75,79.5,0
Queen of New Westminster,2016/12/12,20:15:00,1,-2.25,79,0
Queen of Surrey,2016/12/12,20:20:00,1,-2.25,79,0
Coastal Inspiration,2016/12/12,20:15:00,1,-2.25,79,0
Queen of Oak Bay,2016/12/12,21:00:00,0.7,-2.1,81.5,1
Coastal Celebration,2016/12/12,21:00:00,0.7,-2.1,81.5,0
Coastal Inspiration,2016/12/12,22:45:00,0.3,-2.7,80.5,0
Queen of New Westminster,2016/12/12,22:45:00,0.3,-2.7,80.5,0
Coastal Inspiration,2016/12/13,5:15:00,-0.6,-3.55,81,0
Queen of New Westminster,2016/12/13,5:15:00,-0.6,-3.55,81,0
Queen of Surrey,2016/12/13,6:20:00,-0.8,-3.35,83,0
Queen of Coquitlam,2016/12/13,6:30:00,-0.8,-3.35,83,0
Spirit of British Columbia,2016/12/13,7:00:00,-1.1,-3.3,85,0
Coastal Inspiration,2016/12/13,7:45:00,-1.1,-3.3,85,0
Queen of New Westminster,2016/12/13,7:45:00,-1.1,-3.3,85,0
Queen of Surrey,2016/12/13,8:20:00,-0.65,-3.25,82.5,1
Queen of Oak Bay,2016/12/13,8:30:00,-0.65,-3.25,82.5,0
Coastal Celebration,2016/12/13,9:00:00,0.55,-2.45,80,0
Queen of New Westminster,2016/12/13,10:15:00,1.35,-2.2,77,0
Queen of imo,2016/12/13,10:10:00,1.35,-2.2,77,0
Queen of Surrey,2016/12/13,10:20:00,1.35,-2.2,77,1
Coastal Inspiration,2016/12/13,10:15:00,1.35,-2.2,77,0
Queen of Coquitlam,2016/12/13,10:30:00,1.35,-2.2,77,0
Spirit of British Columbia,2016/12/13,11:00:00,2.2,-2.7,70,0
Queen of Oak Bay,2016/12/13,12:30:00,2.95,-2.65,66.5,1
Queen of Surrey,2016/12/13,12:20:00,2.95,-2.65,66.5,1
Queen of New Westminster,2016/12/13,12:45:00,2.95,-2.65,66.5,0
Coastal Inspiration,2016/12/13,12:45:00,2.95,-2.65,66.5,0
Coastal Celebration,2016/12/13,13:00:00,2.5,-2.8,68,0
Queen of Surrey,2016/12/13,14:30:00,1.8,-3.1,70,1
Coastal Inspiration,2016/12/13,15:15:00,1.1,-3.2,73,0
Spirit of British Columbia,2016/12/13,15:00:00,1.1,-3.2,73,0
Queen of New Westminster,2016/12/13,15:15:00,1.1,-3.2,73,0
Queen of Coquitlam,2016/12/13,15:00:00,1.1,-3.2,73,0
Queen of Surrey,2016/12/13,16:30:00,0.25,-3.25,77,1
Coastal Inspiration,2016/12/13,17:45:00,0.6,-2.15,81.5,0
Queen of New Westminster,2016/12/13,17:45:00,0.6,-2.15,81.5,0
Coastal Celebration,2016/12/13,17:00:00,0.6,-2.15,81.5,0
Queen of Oak Bay,2016/12/13,17:00:00,0.6,-2.15,81.5,0
Queen of Surrey,2016/12/13,18:30:00,1,-1.2,85,1
Spirit of British Columbia,2016/12/13,19:00:00,-0.1,-1.6,89.5,0
Queen of imo,2016/12/13,19:20:00,-0.1,-1.6,89.5,0
Coastal Inspiration,2016/12/13,20:15:00,-0.55,-2.05,89.5,0
Queen of Surrey,2016/12/13,20:20:00,-0.55,-2.05,89.5,1
Queen of New Westminster,2016/12/13,20:15:00,-0.55,-2.05,89.5,0
Queen of Oak Bay,2016/12/13,21:00:00,-0.35,-2.3,86.5,0
Coastal Celebration,2016/12/13,21:00:00,-0.35,-2.3,86.5,0
Coastal Inspiration,2016/12/13,22:45:00,-0.4,-2.3,87,0
Queen of New Westminster,2016/12/13,22:45:00,-0.4,-2.3,87,0
Coastal Inspiration,2016/12/14,5:15:00,-2.3,-4.9,82.5,0
Queen of New Westminster,2016/12/14,5:15:00,-2.3,-4.9,82.5,0
Queen of Surrey,2016/12/14,6:20:00,-2.55,-4.8,85,0
Queen of Coquitlam,2016/12/14,6:30:00,-2.55,-4.8,85,0
Queen of New Westminster,2016/12/14,7:45:00,-2.75,-4.45,88.5,0
Coastal Inspiration,2016/12/14,7:45:00,-2.75,-4.45,88.5,0
Spirit of British Columbia,2016/12/14,7:00:00,-2.75,-4.45,88.5,0
Queen of Oak Bay,2016/12/14,8:30:00,-2.55,-4.25,88.5,0
Queen of Surrey,2016/12/14,8:20:00,-2.55,-4.25,88.5,1
Coastal Celebration,2016/12/14,9:00:00,-1.55,-3.35,87.5,0
Queen of Coquitlam,2016/12/14,10:30:00,-0.9,-3.55,82.5,0
Coastal Inspiration,2016/12/14,10:15:00,-0.9,-3.55,82.5,0
Queen of imo,2016/12/14,10:10:00,-0.9,-3.55,82.5,0
Queen of Surrey,2016/12/14,10:20:00,-0.9,-3.55,82.5,1
Queen of New Westminster,2016/12/14,10:15:00,-0.9,-3.55,82.5,0
Spirit of British Columbia,2016/12/14,11:00:00,0.1,-3.95,75,0
Queen of New Westminster,2016/12/14,12:45:00,0.7,-4,71.5,0
Coastal Inspiration,2016/12/14,12:45:00,0.7,-4,71.5,0
Queen of Oak Bay,2016/12/14,12:30:00,0.7,-4,71.5,0
Queen of Surrey,2016/12/14,12:20:00,0.7,-4,71.5,1
Coastal Celebration,2016/12/14,13:00:00,0.4,-3.65,75,0
Queen of Surrey,2016/12/14,14:30:00,0.3,-3.15,78,1
Spirit of British Columbia,2016/12/14,15:00:00,0.25,-2.75,80.5,0
Coastal Inspiration,2016/12/14,15:15:00,0.25,-2.75,80.5,0
Queen of New Westminster,2016/12/14,15:15:00,0.25,-2.75,80.5,0
Queen of Coquitlam,2016/12/14,15:00:00,0.25,-2.75,80.5,0
Queen of Surrey,2016/12/14,16:30:00,-0.05,-2.55,83.5,1
Coastal Celebration,2016/12/14,17:00:00,-0.65,-2.95,84.5,0
Coastal Inspiration,2016/12/14,17:45:00,-0.65,-2.95,84.5,0
Queen of Oak Bay,2016/12/14,17:00:00,-0.65,-2.95,84.5,0
Queen of New Westminster,2016/12/14,17:45:00,-0.65,-2.95,84.5,0
Queen of Surrey,2016/12/14,18:30:00,-1,-3.05,86,1
Queen of imo,2016/12/14,19:20:00,-1.4,-3.35,87,0
Spirit of British Columbia,2016/12/14,19:00:00,-1.4,-3.35,87,0
Coastal Inspiration,2016/12/14,20:15:00,-1.85,-4,85.5,0
Queen of New Westminster,2016/12/14,20:15:00,-1.85,-4,85.5,0
Queen of Surrey,2016/12/14,20:20:00,-1.85,-4,85.5,1
Queen of Oak Bay,2016/12/14,21:00:00,-2,-3.9,86.5,0
Coastal Celebration,2016/12/14,21:00:00,-2,-3.9,86.5,0
Queen of New Westminster,2016/12/14,22:45:00,-1.9,-3.15,91,0
Coastal Inspiration,2016/12/14,22:45:00,-1.9,-3.15,91,0
Queen of New Westminster,2016/12/15,5:15:00,-2.7,-3.25,96,0
Coastal Inspiration,2016/12/15,5:15:00,-2.7,-3.25,96,0
Queen of Surrey,2016/12/15,6:20:00,-2.5,-3,97,1
Queen of Coquitlam,2016/12/15,6:30:00,-2.5,-3,97,0
Spirit of British Columbia,2016/12/15,7:00:00,-2.6,-3.1,97,0
Coastal Inspiration,2016/12/15,7:45:00,-2.6,-3.1,97,0
Queen of New Westminster,2016/12/15,7:45:00,-2.6,-3.1,97,0
Queen of Oak Bay,2016/12/15,8:30:00,-2.55,-3.05,96.5,0
Queen of Surrey,2016/12/15,8:20:00,-2.55,-3.05,96.5,1
Spirit of Vancouver Island,2016/12/15,9:00:00,-1.45,-2.35,93.5,0
Queen of Surrey,2016/12/15,10:20:00,0,-2,87,1
Queen of Coquitlam,2016/12/15,10:30:00,0,-2,87,0
Queen of imo,2016/12/15,10:10:00,0,-2,87,0
Coastal Inspiration,2016/12/15,10:15:00,0,-2,87,0
Queen of New Westminster,2016/12/15,10:15:00,0,-2,87,0
Spirit of British Columbia,2016/12/15,11:00:00,1.05,-2.55,77.5,0
Queen of New Westminster,2016/12/15,12:45:00,1.4,-3.35,71,0
Queen of Oak Bay,2016/12/15,12:30:00,1.4,-3.35,71,0
Coastal Inspiration,2016/12/15,12:45:00,1.4,-3.35,71,0
Queen of Surrey,2016/12/15,12:20:00,1.4,-3.35,71,1
Spirit of Vancouver Island,2016/12/15,13:00:00,1.25,-3.8,69.5,0
Queen of Surrey,2016/12/15,14:30:00,1,-5,64.5,1
Spirit of British Columbia,2016/12/15,15:00:00,0.9,-4.85,65.5,0
Queen of New Westminster,2016/12/15,15:15:00,0.9,-4.85,65.5,0
Coastal Inspiration,2016/12/15,15:15:00,0.9,-4.85,65.5,0
Queen of Coquitlam,2016/12/15,15:00:00,0.9,-4.85,65.5,0
Queen of Surrey,2016/12/15,16:30:00,0.8,-3.45,73,1
Coastal Inspiration,2016/12/15,17:45:00,0.45,-2.95,78,0
