vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point_temperature,avg_relative_humidity,avg_wind_direction,avg_wind_speed,avg_visibility,avg_station_pressure,delay_indicator
Skee Queen,2016/12/7,9:00:00,-0.3,-8.2,55.5,25,7,24.1,103.205,0
Mayne Queen,2016/12/7,9:10:00,-0.3,-8.2,55.5,25,7,24.1,103.205,0
Queen of Cumberland,2016/12/7,10:25:00,0.4,-8,53.5,30,10.5,24.1,103.19,0
Coastal Celebration,2016/12/7,11:00:00,0.75,-7.9,52.5,25,11,24.1,103.175,0
Skee Queen,2016/12/7,11:00:00,0.75,-7.9,52.5,25,11,24.1,103.175,0
Spirit of British Columbia,2016/12/7,13:00:00,1.35,-8.1,49.5,35,12.5,24.1,103.1,0
Skee Queen,2016/12/7,13:00:00,1.35,-8.1,49.5,35,12.5,24.1,103.1,0
Queen of Cumberland,2016/12/7,14:15:00,1.45,-8.4,48,40,13,24.1,103.06,0
Mayne Queen,2016/12/7,14:50:00,1.45,-8.4,48,40,13,24.1,103.06,0
Coastal Celebration,2016/12/7,15:00:00,1.2,-8.5,48.5,45,12.5,24.1,103.035,1
Skee Queen,2016/12/7,15:00:00,1.2,-8.5,48.5,45,12.5,24.1,103.035,0
Queen of Cumberland,2016/12/7,16:15:00,1,-7.9,51.5,45,9.5,24.1,103,0
Skee Queen,2016/12/7,17:00:00,0.85,-7.45,54,40,8,24.1,102.955,0
Spirit of British Columbia,2016/12/7,17:00:00,0.85,-7.45,54,40,8,24.1,102.955,0
Queen of Cumberland,2016/12/7,18:30:00,0.7,-7.25,55.5,20,9,24.1,102.91,0
Skee Queen,2016/12/7,19:00:00,0.55,-7.25,56,25,9,24.1,102.865,0
Mayne Queen,2016/12/7,19:40:00,0.55,-7.25,56,25,9,24.1,102.865,0
Coastal Celebration,2016/12/7,19:00:00,0.55,-7.25,56,25,9,24.1,102.865,0
Spirit of British Columbia,2016/12/7,21:00:00,0.6,-8.2,52,50,9,24.1,102.81,0
Skee Queen,2016/12/7,21:00:00,0.6,-8.2,52,50,9,24.1,102.81,0
Queen of Cumberland,2016/12/8,5:20:00,0.3,-8.7,51,50,13,24.1,102.26,0
Mayne Queen,2016/12/8,5:10:00,0.3,-8.7,51,50,13,24.1,102.26,0
Coastal Celebration,2016/12/8,7:00:00,-0.2,-8.8,52.5,45,16,24.1,102.155,0
Skee Queen,2016/12/8,7:00:00,-0.2,-8.8,52.5,45,16,24.1,102.155,0
Queen of Cumberland,2016/12/8,8:30:00,0,-9,51,45,14.5,24.1,102.105,0
Spirit of British Columbia,2016/12/8,9:00:00,0.5,-9.2,48.5,45,14.5,24.1,102.035,1
Skee Queen,2016/12/8,9:00:00,0.5,-9.2,48.5,45,14.5,24.1,102.035,0
Mayne Queen,2016/12/8,9:10:00,0.5,-9.2,48.5,45,14.5,24.1,102.035,0
Queen of Cumberland,2016/12/8,10:25:00,1.05,-9.35,46,50,16,24.1,101.99,0
Skee Queen,2016/12/8,11:00:00,1.35,-9.2,45.5,50,16,24.1,101.91,0
Coastal Celebration,2016/12/8,11:00:00,1.35,-9.2,45.5,50,16,24.1,101.91,1
Skee Queen,2016/12/8,13:00:00,1.9,-9.25,43.5,35,16,24.1,101.695,0
Spirit of British Columbia,2016/12/8,13:00:00,1.9,-9.25,43.5,35,16,24.1,101.695,1
Queen of Cumberland,2016/12/8,14:15:00,1.9,-9.25,43.5,40,15,24.1,101.595,0
Mayne Queen,2016/12/8,14:50:00,1.9,-9.25,43.5,40,15,24.1,101.595,0
Skee Queen,2016/12/8,15:00:00,1.65,-9.5,43.5,45,15,24.1,101.535,0
Coastal Celebration,2016/12/8,15:00:00,1.65,-9.5,43.5,45,15,24.1,101.535,1
Queen of Cumberland,2016/12/8,16:15:00,1.5,-9.2,45,45,16,24.1,101.5,0
Spirit of Vancouver Island,2016/12/8,16:00:00,1.5,-9.2,45,45,16,24.1,101.5,1
Skee Queen,2016/12/8,17:00:00,1.6,-8.8,46,50,18.5,24.1,101.455,0
Spirit of British Columbia,2016/12/8,17:00:00,1.6,-8.8,46,50,18.5,24.1,101.455,0
Queen of Cumberland,2016/12/8,18:30:00,1.6,-8.95,45.5,50,16.5,24.1,101.425,0
Skee Queen,2016/12/8,19:00:00,1.6,-8.85,46,50,15,24.1,101.405,0
Mayne Queen,2016/12/8,19:40:00,1.6,-8.85,46,50,15,24.1,101.405,1
Coastal Celebration,2016/12/8,19:00:00,1.6,-8.85,46,50,15,24.1,101.405,1
Skee Queen,2016/12/8,21:00:00,1.9,-8.3,47,40,14,24.1,101.41,0
Spirit of British Columbia,2016/12/8,21:00:00,1.9,-8.3,47,40,14,24.1,101.41,0
Queen of Cumberland,2016/12/9,5:20:00,0.6,-0.1,95,360,8,1.6,101.44,1
Mayne Queen,2016/12/9,5:10:00,0.6,-0.1,95,360,8,1.6,101.44,0
Skee Queen,2016/12/9,7:00:00,0.75,0.15,96,195,10,6.05,101.425,0
Coastal Celebration,2016/12/9,7:00:00,0.75,0.15,96,195,10,6.05,101.425,1
Queen of Cumberland,2016/12/9,8:30:00,1,0.4,96,360,10.5,9.7,101.435,1
Skee Queen,2016/12/9,9:00:00,1.1,0.45,95.5,355,10,16.9,101.445,0
Spirit of British Columbia,2016/12/9,9:00:00,1.1,0.45,95.5,355,10,16.9,101.445,0
Mayne Queen,2016/12/9,9:10:00,1.1,0.45,95.5,355,10,16.9,101.445,0
Queen of Cumberland,2016/12/9,10:25:00,1.1,0.4,95,355,10,24.1,101.43,0
Skee Queen,2016/12/9,11:00:00,1.45,0.65,94.5,355,10.5,24.1,101.39,0
Coastal Celebration,2016/12/9,11:00:00,1.45,0.65,94.5,355,10.5,24.1,101.39,0
Spirit of Vancouver Island,2016/12/9,12:00:00,1.5,0.6,94,355,12,20.1,101.325,1
Skee Queen,2016/12/9,13:00:00,1.4,0.5,94,355,12.5,16.1,101.27,0
Spirit of British Columbia,2016/12/9,13:00:00,1.4,0.5,94,355,12.5,16.1,101.27,0
Mayne Queen,2016/12/9,14:50:00,1.95,1.15,94.5,355,10,20.1,101.23,0
Queen of Cumberland,2016/12/9,14:15:00,1.95,1.15,94.5,355,10,20.1,101.23,0
Skee Queen,2016/12/9,15:00:00,3.4,2.45,93.5,225,15.5,24.1,101.165,0
Coastal Celebration,2016/12/9,15:00:00,3.4,2.45,93.5,225,15.5,24.1,101.165,0
Queen of Cumberland,2016/12/9,16:15:00,4.55,3.3,91.5,90,22,24.1,101.075,0
Spirit of Vancouver Island,2016/12/9,16:00:00,4.55,3.3,91.5,90,22,24.1,101.075,0
Skee Queen,2016/12/9,17:00:00,4.7,3.4,91,95,22,20.1,100.96,0
Spirit of British Columbia,2016/12/9,17:00:00,4.7,3.4,91,95,22,20.1,100.96,0
Queen of Cumberland,2016/12/9,18:30:00,4.8,3.4,90.5,105,21.5,16.1,100.89,0
Skee Queen,2016/12/9,19:00:00,4.95,3.6,91,85,12,16.1,100.855,0
Mayne Queen,2016/12/9,19:40:00,4.95,3.6,91,85,12,16.1,100.855,0
Coastal Celebration,2016/12/9,19:00:00,4.95,3.6,91,85,12,16.1,100.855,0
Skee Queen,2016/12/9,21:00:00,3.4,2.7,95,340,8,16.1,100.82,0
Spirit of British Columbia,2016/12/9,21:00:00,3.4,2.7,95,340,8,16.1,100.82,0
Queen of Cumberland,2016/12/10,5:50:00,2.8,2.1,95,340,5,24.1,100.93,0
Mayne Queen,2016/12/10,5:40:00,2.8,2.1,95,340,5,24.1,100.93,0
Coastal Celebration,2016/12/10,7:00:00,4.7,2.9,88.5,240,4,24.1,100.935,0
Skee Queen,2016/12/10,7:00:00,4.7,2.9,88.5,240,4,24.1,100.935,0
Mayne Queen,2016/12/10,8:15:00,5.35,3.35,87,110,13,24.1,100.92,0
Spirit of British Columbia,2016/12/10,9:00:00,5.05,3.35,88.5,95,20.5,24.1,100.905,0
Skee Queen,2016/12/10,9:00:00,5.05,3.35,88.5,95,20.5,24.1,100.905,0
Queen of Cumberland,2016/12/10,9:35:00,5.05,3.35,88.5,95,20.5,24.1,100.905,0
Skee Queen,2016/12/10,11:00:00,5.7,3.4,85,115,24,21.7,100.82,0
Coastal Celebration,2016/12/10,11:00:00,5.7,3.4,85,115,24,21.7,100.82,0
Spirit of British Columbia,2016/12/10,13:00:00,6.25,3.2,81,185,4,24.1,100.72,0
Skee Queen,2016/12/10,13:00:00,6.25,3.2,81,185,4,24.1,100.72,0
Queen of Cumberland,2016/12/10,14:30:00,6.1,3.4,83,210,4,24.1,100.755,0
Skee Queen,2016/12/10,15:00:00,6.25,3.5,82.5,130,7,24.1,100.785,0
Coastal Celebration,2016/12/10,15:00:00,6.25,3.5,82.5,130,7,24.1,100.785,0
Mayne Queen,2016/12/10,16:00:00,6.35,3.7,83,115,8,20.1,100.8,0
Skee Queen,2016/12/10,17:00:00,6,3.85,86,145,10,16.1,100.815,0
Spirit of British Columbia,2016/12/10,17:00:00,6,3.85,86,145,10,16.1,100.815,0
Queen of Cumberland,2016/12/10,18:35:00,5.8,4.15,89,230,9,16.1,100.835,0
Skee Queen,2016/12/10,19:00:00,5.55,4.3,91.5,320,6.5,16.1,100.86,0
Coastal Celebration,2016/12/10,19:00:00,5.55,4.3,91.5,320,6.5,16.1,100.86,0
Mayne Queen,2016/12/10,19:10:00,5.55,4.3,91.5,320,6.5,16.1,100.86,0
Spirit of British Columbia,2016/12/10,21:00:00,4.5,3.6,94,30,8,24.1,100.88,0
Skee Queen,2016/12/10,21:00:00,4.5,3.6,94,30,8,24.1,100.88,0
Queen of Cumberland,2016/12/11,6:25:00,6.5,3.3,80,255,18.5,19.3,101.055,0
Mayne Queen,2016/12/11,6:00:00,6.5,3.3,80,255,18.5,19.3,101.055,0
Coastal Celebration,2016/12/11,7:00:00,6.4,3.55,82,205,16,21.7,101.06,0
Skee Queen,2016/12/11,9:00:00,6.5,3.25,79.5,290,10,20.1,101.135,0
Queen of Cumberland,2016/12/11,9:35:00,6.5,3.25,79.5,290,10,20.1,101.135,0
Spirit of British Columbia,2016/12/11,9:00:00,6.5,3.25,79.5,290,10,20.1,101.135,0
Skee Queen,2016/12/11,11:00:00,6.15,3.55,83.5,220,12.5,24.1,101.175,0
Coastal Celebration,2016/12/11,11:00:00,6.15,3.55,83.5,220,12.5,24.1,101.175,0
Spirit of Vancouver Island,2016/12/11,12:00:00,6.1,3.7,84.5,240,16,21.7,101.17,0
Spirit of British Columbia,2016/12/11,13:00:00,5.95,3.75,85.5,260,13,21.7,101.18,0
Skee Queen,2016/12/11,13:00:00,5.95,3.75,85.5,260,13,21.7,101.18,0
Queen of Cumberland,2016/12/11,14:40:00,5.95,4,87,265,8.5,24.1,101.2,0
Mayne Queen,2016/12/11,14:15:00,5.95,4,87,265,8.5,24.1,101.2,0
Coastal Celebration,2016/12/11,15:00:00,5.85,3.7,86,250,9.5,24.1,101.23,0
Skee Queen,2016/12/11,15:00:00,5.85,3.7,86,250,9.5,24.1,101.23,0
Spirit of Vancouver Island,2016/12/11,16:00:00,5.75,3.2,83.5,240,10.5,24.1,101.26,0
Spirit of British Columbia,2016/12/11,17:00:00,5.7,3.15,83.5,245,9.5,24.1,101.29,0
Mayne Queen,2016/12/11,17:25:00,5.7,3.15,83.5,245,9.5,24.1,101.29,0
Skee Queen,2016/12/11,17:00:00,5.7,3.15,83.5,245,9.5,24.1,101.29,0
Queen of Cumberland,2016/12/11,18:25:00,5.5,3.1,84.5,310,4.5,24.1,101.32,0
Coastal Celebration,2016/12/11,19:00:00,5.4,3.2,85.5,360,2,24.1,101.345,0
Skee Queen,2016/12/11,19:00:00,5.4,3.2,85.5,360,2,24.1,101.345,0
Mayne Queen,2016/12/11,19:10:00,5.4,3.2,85.5,360,2,24.1,101.345,0
Spirit of British Columbia,2016/12/11,21:00:00,5.6,3.8,88,230,5,24.1,101.38,0
Skee Queen,2016/12/11,21:00:00,5.6,3.8,88,230,5,24.1,101.38,0
Mayne Queen,2016/12/12,5:10:00,2.4,1.4,93,340,17,8.1,101.78,0
Queen of Cumberland,2016/12/12,5:20:00,2.4,1.4,93,340,17,8.1,101.78,0
Coastal Celebration,2016/12/12,7:00:00,1.25,0.35,94,360,19,4.4,101.935,0
Bowen Queen,2016/12/12,7:00:00,1.25,0.35,94,360,19,4.4,101.935,0
Bowen Queen,2016/12/12,8:35:00,0.9,0,94,360,18,3.6,102.065,0
Spirit of British Columbia,2016/12/12,9:00:00,0.8,-0.15,93.5,360,20,7.25,102.18,0
Queen of Cumberland,2016/12/12,9:00:00,0.8,-0.15,93.5,360,20,7.25,102.18,0
Mayne Queen,2016/12/12,9:10:00,0.8,-0.15,93.5,360,20,7.25,102.18,0
Bowen Queen,2016/12/12,10:25:00,0.95,-0.6,89.5,360,21.5,12.9,102.28,0
Coastal Celebration,2016/12/12,11:00:00,1.55,-1.75,79,360,23,20.1,102.335,0
Queen of Cumberland,2016/12/12,11:00:00,1.55,-1.75,79,360,23,20.1,102.335,0
Spirit of British Columbia,2016/12/12,13:00:00,2.3,-4.85,59.5,20,17.5,24.1,102.395,0
Bowen Queen,2016/12/12,13:20:00,2.3,-4.85,59.5,20,17.5,24.1,102.395,1
Queen of Cumberland,2016/12/12,14:15:00,2.6,-5.85,54,25,14,24.1,102.43,0
Mayne Queen,2016/12/12,14:50:00,2.6,-5.85,54,25,14,24.1,102.43,1
Coastal Celebration,2016/12/12,15:00:00,2.55,-6.25,52.5,20,10.5,24.1,102.455,0
Bowen Queen,2016/12/12,15:00:00,2.55,-6.25,52.5,20,10.5,24.1,102.455,1
Queen of Cumberland,2016/12/12,16:15:00,2.35,-7.05,50,25,13.5,24.1,102.45,0
Spirit of British Columbia,2016/12/12,17:00:00,2.3,-7.2,49.5,20,13,24.1,102.47,0
Bowen Queen,2016/12/12,17:00:00,2.3,-7.2,49.5,20,13,24.1,102.47,1
Queen of Cumberland,2016/12/12,18:30:00,2.1,-6.75,52,15,11,24.1,102.505,1
Coastal Celebration,2016/12/12,19:00:00,1.8,-6.8,53,20,11.5,24.1,102.5,0
Bowen Queen,2016/12/12,19:00:00,1.8,-6.8,53,20,11.5,24.1,102.5,0
Mayne Queen,2016/12/12,19:40:00,1.8,-6.8,53,20,11.5,24.1,102.5,1
Bowen Queen,2016/12/12,21:00:00,1.7,-6.4,55,20,7,24.1,102.53,0
Spirit of British Columbia,2016/12/12,21:00:00,1.7,-6.4,55,20,7,24.1,102.53,0
Mayne Queen,2016/12/13,5:10:00,-0.5,-2.9,84,330,6,24.1,102.6,0
Queen of Cumberland,2016/12/13,5:20:00,-0.5,-2.9,84,330,6,24.1,102.6,0
Skee Queen,2016/12/13,7:00:00,-0.45,-2.75,84.5,350,9.5,24.1,102.605,0
Coastal Celebration,2016/12/13,7:00:00,-0.45,-2.75,84.5,350,9.5,24.1,102.605,0
Queen of Cumberland,2016/12/13,8:30:00,0.05,-2.5,83,360,9.5,24.1,102.64,0
Skee Queen,2016/12/13,9:00:00,0.9,-2.15,80,355,10,24.1,102.695,0
Spirit of British Columbia,2016/12/13,9:00:00,0.9,-2.15,80,355,10,24.1,102.695,0
Mayne Queen,2016/12/13,9:10:00,0.9,-2.15,80,355,10,24.1,102.695,0
Queen of Cumberland,2016/12/13,10:25:00,1.85,-2.5,73,355,14.5,24.1,102.725,0
Skee Queen,2016/12/13,11:00:00,2.35,-2.95,68,360,17.5,24.1,102.725,0
Coastal Celebration,2016/12/13,11:00:00,2.35,-2.95,68,360,17.5,24.1,102.725,0
Spirit of British Columbia,2016/12/13,13:00:00,2.6,-2.9,67,185,16.5,24.1,102.725,0
Skee Queen,2016/12/13,13:00:00,2.6,-2.9,67,185,16.5,24.1,102.725,0
Queen of Cumberland,2016/12/13,14:15:00,2.5,-2.9,67.5,185,18,24.1,102.71,0
Mayne Queen,2016/12/13,14:50:00,2.5,-2.9,67.5,185,18,24.1,102.71,0
Coastal Celebration,2016/12/13,15:00:00,2.4,-2.6,69.5,360,15.5,24.1,102.715,0
Skee Queen,2016/12/13,15:00:00,2.4,-2.6,69.5,360,15.5,24.1,102.715,0
Queen of Cumberland,2016/12/13,16:15:00,1.85,-2.4,73.5,185,11,24.1,102.705,0
Skee Queen,2016/12/13,17:00:00,1.15,-2.35,77.5,165,9,24.1,102.7,0
Spirit of British Columbia,2016/12/13,17:00:00,1.15,-2.35,77.5,165,9,24.1,102.7,0
Bowen Queen,2016/12/13,18:30:00,0.65,-2.5,79.5,340,9,24.1,102.7,1
Skee Queen,2016/12/13,19:00:00,0.5,-3,77.5,360,10.5,24.1,102.68,0
Mayne Queen,2016/12/13,19:40:00,0.5,-3,77.5,360,10.5,24.1,102.68,0
Coastal Celebration,2016/12/13,19:00:00,0.5,-3,77.5,360,10.5,24.1,102.68,0
Spirit of British Columbia,2016/12/13,21:00:00,0.9,-4.4,68,10,14,24.1,102.66,0
Skee Queen,2016/12/13,21:00:00,0.9,-4.4,68,10,14,24.1,102.66,0
Mayne Queen,2016/12/14,5:10:00,0.7,-8.3,51,30,13,24.1,102.4,0
Bowen Queen,2016/12/14,5:20:00,0.7,-8.3,51,30,13,24.1,102.4,0
Coastal Celebration,2016/12/14,7:00:00,0.35,-7.45,56,45,12,24.1,102.315,0
Skee Queen,2016/12/14,7:00:00,0.35,-7.45,56,45,12,24.1,102.315,0
Bowen Queen,2016/12/14,8:30:00,0.35,-7.55,55.5,40,13.5,24.1,102.255,0
Spirit of British Columbia,2016/12/14,9:00:00,0.75,-7.05,56,35,17,24.1,102.2,0
Mayne Queen,2016/12/14,9:10:00,0.75,-7.05,56,35,17,24.1,102.2,0
Skee Queen,2016/12/14,9:00:00,0.75,-7.05,56,35,17,24.1,102.2,0
Bowen Queen,2016/12/14,10:25:00,1,-6.6,57,30,17.5,24.1,102.13,1
Skee Queen,2016/12/14,11:00:00,1,-6.25,58.5,20,19,24.1,102.05,0
Coastal Celebration,2016/12/14,11:00:00,1,-6.25,58.5,20,19,24.1,102.05,0
Spirit of British Columbia,2016/12/14,13:00:00,1.05,-5.05,64,190,18,24.1,101.805,0
Skee Queen,2016/12/14,13:00:00,1.05,-5.05,64,190,18,24.1,101.805,0
Bowen Queen,2016/12/14,14:15:00,1,-4.1,69,360,19,24.1,101.695,0
Mayne Queen,2016/12/14,14:50:00,1,-4.1,69,360,19,24.1,101.695,0
Coastal Celebration,2016/12/14,15:00:00,0.85,-3.5,73,360,15.5,24.1,101.59,0
Skee Queen,2016/12/14,15:00:00,0.85,-3.5,73,360,15.5,24.1,101.59,0
Bowen Queen,2016/12/14,16:15:00,0.65,-2.85,77.5,360,15,24.1,101.475,0
Skee Queen,2016/12/14,17:00:00,0.65,-2.4,80,360,14.5,24.1,101.375,0
Spirit of British Columbia,2016/12/14,17:00:00,0.65,-2.4,80,360,14.5,24.1,101.375,0
Queen of Cumberland,2016/12/14,18:30:00,0.75,-2.15,81,360,12.5,24.1,101.31,0
Mayne Queen,2016/12/14,19:40:00,0.85,-2.2,80,360,12.5,24.1,101.255,0
Skee Queen,2016/12/14,19:00:00,0.85,-2.2,80,360,12.5,24.1,101.255,0
Coastal Celebration,2016/12/14,19:00:00,0.85,-2.2,80,360,12.5,24.1,101.255,0
Skee Queen,2016/12/14,21:00:00,0.6,-2.5,80,350,11,24.1,101.2,0
Spirit of British Columbia,2016/12/14,21:00:00,0.6,-2.5,80,350,11,24.1,101.2,0
Queen of Cumberland,2016/12/15,5:20:00,-1.2,-3.7,83,320,6,24.1,101.26,0
Mayne Queen,2016/12/15,5:10:00,-1.2,-3.7,83,320,6,24.1,101.26,0
Spirit of Vancouver Island,2016/12/15,7:00:00,-1.6,-4.05,83.5,330,5.5,24.1,101.315,0
Skee Queen,2016/12/15,7:00:00,-1.6,-4.05,83.5,330,5.5,24.1,101.315,0
Queen of Cumberland,2016/12/15,8:30:00,-1.75,-4.15,84,330,6.5,24.1,101.37,1
Skee Queen,2016/12/15,9:00:00,-0.65,-3.7,80,335,10,24.1,101.43,0
Spirit of British Columbia,2016/12/15,9:00:00,-0.65,-3.7,80,335,10,24.1,101.43,0
Mayne Queen,2016/12/15,9:10:00,-0.65,-3.7,80,335,10,24.1,101.43,0
Queen of Cumberland,2016/12/15,10:25:00,0.8,-3.7,72,355,11,24.1,101.45,1
Skee Queen,2016/12/15,11:00:00,1.25,-4.05,68,190,10,24.1,101.44,0
Spirit of Vancouver Island,2016/12/15,11:00:00,1.25,-4.05,68,190,10,24.1,101.44,0
Skee Queen,2016/12/15,13:00:00,1.7,-3.8,67,345,13.5,24.1,101.415,0
Spirit of British Columbia,2016/12/15,13:00:00,1.7,-3.8,67,345,13.5,24.1,101.415,0
Queen of Cumberland,2016/12/15,14:15:00,1.7,-4,66,175,11.5,24.1,101.4,1
Mayne Queen,2016/12/15,14:50:00,1.7,-4,66,175,11.5,24.1,101.4,0
Skee Queen,2016/12/15,15:00:00,1.3,-4,68,180,11,24.1,101.415,0
Spirit of Vancouver Island,2016/12/15,15:00:00,1.3,-4,68,180,11,24.1,101.415,0
Coastal Celebration,2016/12/15,16:00:00,0.5,-3.75,73.5,350,10.5,24.1,101.435,0
Queen of Cumberland,2016/12/15,16:15:00,0.5,-3.75,73.5,350,10.5,24.1,101.435,1
Spirit of British Columbia,2016/12/15,17:00:00,-0.2,-3.6,78,345,6.5,24.1,101.45,0
Skee Queen,2016/12/15,17:00:00,-0.2,-3.6,78,345,6.5,24.1,101.45,0
Queen of Cumberland,2016/12/15,18:30:00,-0.4,-3.45,80,345,6,24.1,101.455,1
Mayne Queen,2016/12/15,19:40:00,-0.6,-3.4,81.5,350,7,24.1,101.46,0
Skee Queen,2016/12/15,19:00:00,-0.6,-3.4,81.5,350,7,24.1,101.46,0
Spirit of Vancouver Island,2016/12/15,19:00:00,-0.6,-3.4,81.5,350,7,24.1,101.46,0
Spirit of British Columbia,2016/12/15,21:00:00,-0.9,-3.6,82,350,4,24.1,101.46,0
Skee Queen,2016/12/15,21:00:00,-0.9,-3.6,82,350,4,24.1,101.46,0
Queen of Cumberland,2016/12/16,5:20:00,-1.2,-10.6,49,40,9,24.1,101.77,0
Mayne Queen,2016/12/16,5:10:00,-1.2,-10.6,49,40,9,24.1,101.77,0
Skee Queen,2016/12/16,7:00:00,-1.3,-11.5,46,45,13,24.1,101.9,0
Spirit of Vancouver Island,2016/12/16,7:00:00,-1.3,-11.5,46,45,13,24.1,101.9,0
Queen of Cumberland,2016/12/16,8:30:00,-1.3,-11.65,45.5,55,13.5,24.1,101.995,0
Spirit of British Columbia,2016/12/16,9:00:00,-0.9,-11.55,44.5,60,9,24.1,102.115,0
Skee Queen,2016/12/16,9:00:00,-0.9,-11.55,44.5,60,9,24.1,102.115,0
Mayne Queen,2016/12/16,9:10:00,-0.9,-11.55,44.5,60,9,24.1,102.115,0
Queen of Cumberland,2016/12/16,10:25:00,-0.2,-11.05,44,65,9.5,24.1,102.195,0
Skee Queen,2016/12/16,11:00:00,0.35,-10.25,45,70,10,24.1,102.24,0
Spirit of Vancouver Island,2016/12/16,11:00:00,0.35,-10.25,45,70,10,24.1,102.24,0
Coastal Celebration,2016/12/16,12:00:00,0.6,-10.15,44.5,50,8.5,24.1,102.245,0
Spirit of British Columbia,2016/12/16,13:00:00,0.85,-10.1,44,35,8.5,24.1,102.245,0
Skee Queen,2016/12/16,13:00:00,0.85,-10.1,44,35,8.5,24.1,102.245,0
Mayne Queen,2016/12/16,14:50:00,0.8,-9.9,45,195,12,24.1,102.295,0
Queen of Cumberland,2016/12/16,14:15:00,0.8,-9.9,45,195,12,24.1,102.295,0
Skee Queen,2016/12/16,15:00:00,0.5,-9.2,48.5,340,12.5,24.1,102.37,0
Spirit of Vancouver Island,2016/12/16,15:00:00,0.5,-9.2,48.5,340,12.5,24.1,102.37,1
Queen of Cumberland,2016/12/16,16:15:00,-0.2,-8.7,53,320,8.5,24.1,102.425,0
Coastal Celebration,2016/12/16,16:00:00,-0.2,-8.7,53,320,8.5,24.1,102.425,0
Spirit of British Columbia,2016/12/16,17:00:00,-0.95,-8.7,56,320,8,24.1,102.46,0
Skee Queen,2016/12/16,17:00:00,-0.95,-8.7,56,320,8,24.1,102.46,0
Queen of Cumberland,2016/12/16,18:30:00,-1.5,-8.55,59,305,6.5,24.1,102.49,0
Skee Queen,2016/12/16,19:00:00,-1.4,-9.7,54,160,6,24.1,102.51,0
Mayne Queen,2016/12/16,19:40:00,-1.4,-9.7,54,160,6,24.1,102.51,0
Spirit of Vancouver Island,2016/12/16,19:00:00,-1.4,-9.7,54,160,6,24.1,102.51,1
Spirit of British Columbia,2016/12/16,21:00:00,-1.1,-12.5,42,20,13,24.1,102.52,0
Skee Queen,2016/12/16,21:00:00,-1.1,-12.5,42,20,13,24.1,102.52,0
Mayne Queen,2016/12/17,5:40:00,-2.3,-6.1,75,350,10,24.1,102.72,0
Queen of Cumberland,2016/12/17,5:50:00,-2.3,-6.1,75,350,10,24.1,102.72,0
Skee Queen,2016/12/17,7:00:00,-1.75,-5.6,75,355,9.5,24.1,102.77,0
Spirit of Vancouver Island,2016/12/17,7:00:00,-1.75,-5.6,75,355,9.5,24.1,102.77,0
Mayne Queen,2016/12/17,8:15:00,-1.4,-4.85,77.5,350,11,24.1,102.85,0
Queen of Cumberland,2016/12/17,9:35:00,-1.2,-4.15,80.5,345,11,16.9,102.96,0
Spirit of British Columbia,2016/12/17,9:00:00,-1.2,-4.15,80.5,345,11,16.9,102.96,0
Skee Queen,2016/12/17,9:00:00,-1.2,-4.15,80.5,345,11,16.9,102.96,0
Spirit of Vancouver Island,2016/12/17,11:00:00,-0.85,-3.95,79.5,350,9.5,10.5,103.095,1
Skee Queen,2016/12/17,11:00:00,-0.85,-3.95,79.5,350,9.5,10.5,103.095,0
Spirit of British Columbia,2016/12/17,13:00:00,0.2,-2.85,80,350,8,20.1,103.045,0
Skee Queen,2016/12/17,13:00:00,0.2,-2.85,80,350,8,20.1,103.045,0
Queen of Cumberland,2016/12/17,14:30:00,0.55,-2.65,79,345,8,20.1,103.085,0
Spirit of Vancouver Island,2016/12/17,15:00:00,0.65,-2.75,78,340,9.5,20.1,103.14,1
Skee Queen,2016/12/17,15:00:00,0.65,-2.75,78,340,9.5,20.1,103.14,0
Mayne Queen,2016/12/17,16:00:00,0.35,-3.25,77,350,8.5,24.1,103.18,0
Skee Queen,2016/12/17,17:00:00,0.2,-3.2,78,360,7,24.1,103.18,0
Spirit of British Columbia,2016/12/17,17:00:00,0.2,-3.2,78,360,7,24.1,103.18,0
Queen of Cumberland,2016/12/17,18:35:00,0.3,-2.9,79,360,9.5,24.1,103.185,0
Mayne Queen,2016/12/17,19:10:00,0.3,-2.75,80,360,10.5,24.1,103.225,0
Spirit of Vancouver Island,2016/12/17,19:00:00,0.3,-2.75,80,360,10.5,24.1,103.225,1
Skee Queen,2016/12/17,19:00:00,0.3,-2.75,80,360,10.5,24.1,103.225,0
Skee Queen,2016/12/17,21:00:00,0.2,-2.5,82,350,7,24.1,103.26,0
Spirit of British Columbia,2016/12/17,21:00:00,0.2,-2.5,82,350,7,24.1,103.26,0
Queen of Cumberland,2016/12/18,6:25:00,1.85,0.35,90,65,5,9.7,103.24,0
Mayne Queen,2016/12/18,6:00:00,1.85,0.35,90,65,5,9.7,103.24,0
Spirit of Vancouver Island,2016/12/18,7:00:00,2,0.75,91.5,60,7,9.7,103.24,0
Spirit of British Columbia,2016/12/18,9:00:00,2.9,0.2,82.5,100,10.5,20.1,103.23,0
Skee Queen,2016/12/18,9:00:00,2.9,0.2,82.5,100,10.5,20.1,103.23,0
Queen of Cumberland,2016/12/18,9:35:00,2.9,0.2,82.5,100,10.5,20.1,103.23,0
Spirit of Vancouver Island,2016/12/18,11:00:00,3.55,0.85,82.5,235,11.5,24.1,103.17,0
